57, Microsoft, 1398, 18.03.2008 0:00:00
58, Intel, 5828, 18.03.2008 0:00:00
59, Cisco, 3580, 18.03.2008 0:00:00
60, Cisco, 2454, 18.03.2008 0:00:00
61, Cisco, 2225, 18.03.2008 0:00:00
62, Amazon, 8613, 18.03.2008 0:00:00
63, Amazon, 9056, 18.03.2008 0:00:00
64, Amazon, 8834, 18.03.2008 0:00:00
65, Amazon, 8316, 18.03.2008 0:00:00
66, Amazon, 8892, 18.03.2008 0:00:00
67, Amazon, 9736, 18.03.2008 0:00:00
68, Juniper, 6695, 18.03.2008 0:00:00
69, Juniper, 6050, 18.03.2008 0:00:00
70, Amazon, 8188, 18.03.2008 0:00:00
71, Amazon, 8166, 18.03.2008 0:00:00
72, Cisco, 3475, 18.03.2008 0:00:00
73, Amazon, 8159, 18.03.2008 0:00:00
74, Amazon, 8834, 18.03.2008 0:00:00
75, Microsoft, 1583, 18.03.2008 0:00:00
76, Intel, 5507, 18.03.2008 0:00:00
77, Juniper, 6613, 18.03.2008 0:00:00
78, Microsoft, 472, 18.03.2008 0:00:00
79, Cisco, 3262, 18.03.2008 0:00:00
80, Amazon, 8440, 18.03.2008 0:00:00
81, Intel, 4182, 18.03.2008 0:00:00
82, Cisco, 3855, 18.03.2008 0:00:00
83, Juniper, 7665, 18.03.2008 0:00:00
84, Intel, 4533, 18.03.2008 0:00:00
85, Amazon, 9738, 18.03.2008 0:00:00
86, Cisco, 2684, 18.03.2008 0:00:00
87, Intel, 4474, 18.03.2008 0:00:00
88, Cisco, 2509, 18.03.2008 0:00:00
89, Juniper, 6184, 18.03.2008 0:00:00
90, Microsoft, 1068, 18.03.2008 0:00:00
91, Amazon, 8622, 18.03.2008 0:00:00
92, Microsoft, 344, 18.03.2008 0:00:00
93, Microsoft, 1336, 18.03.2008 0:00:00
94, Amazon, 8802, 18.03.2008 0:00:00
95, Intel, 5860, 18.03.2008 0:00:00
96, Intel, 4268, 18.03.2008 0:00:00
97, Amazon, 8671, 18.03.2008 0:00:00
98, Intel, 4584, 18.03.2008 0:00:00
99, Amazon, 9949, 18.03.2008 0:00:00
100, Cisco, 2605, 18.03.2008 0:00:00
101, Amazon, 9096, 18.03.2008 0:00:00
102, Intel, 4079, 18.03.2008 0:00:00
103, Microsoft, 1783, 18.03.2008 0:00:00
104, Juniper, 6988, 18.03.2008 0:00:00
105, Microsoft, 556, 18.03.2008 0:00:00
106, Amazon, 8865, 18.03.2008 0:00:00
107, Amazon, 9851, 18.03.2008 0:00:00
108, Microsoft, 1702, 18.03.2008 0:00:00
109, Cisco, 3396, 18.03.2008 0:00:00
110, Intel, 5684, 18.03.2008 0:00:00
111, Microsoft, 1737, 18.03.2008 0:00:00
112, Microsoft, 982, 18.03.2008 0:00:00
113, Cisco, 2621, 18.03.2008 0:00:00
114, Intel, 5140, 18.03.2008 0:00:00
115, Amazon, 8272, 18.03.2008 0:00:00
116, Amazon, 8370, 18.03.2008 0:00:00
117, Microsoft, 1003, 18.03.2008 0:00:00
118, Intel, 4579, 18.03.2008 0:00:00
119, Amazon, 9096, 18.03.2008 0:00:00
120, Intel, 5687, 18.03.2008 0:00:00
121, Intel, 4473, 18.03.2008 0:00:00
122, Juniper, 7282, 18.03.2008 0:00:00
123, Microsoft, 567, 18.03.2008 0:00:00
124, Intel, 5037, 18.03.2008 0:00:00
125, Amazon, 9565, 18.03.2008 0:00:00
126, Juniper, 7877, 18.03.2008 0:00:00
127, Cisco, 2195, 18.03.2008 0:00:00
128, Amazon, 9357, 18.03.2008 0:00:00
129, Cisco, 3030, 18.03.2008 0:00:00
130, Juniper, 7314, 18.03.2008 0:00:00
131, Juniper, 6835, 18.03.2008 0:00:00
132, Cisco, 2085, 18.03.2008 0:00:00
133, Microsoft, 523, 18.03.2008 0:00:00
134, Microsoft, 712, 18.03.2008 0:00:00
135, Amazon, 9344, 18.03.2008 0:00:00
136, Microsoft, 158, 18.03.2008 0:00:00
137, Cisco, 2127, 18.03.2008 0:00:00
138, Microsoft, 733, 18.03.2008 0:00:00
139, Cisco, 4032, 18.03.2008 0:00:00
140, Microsoft, 928, 18.03.2008 0:00:00
141, Cisco, 2833, 18.03.2008 0:00:00
142, Cisco, 2828, 18.03.2008 0:00:00
143, Amazon, 9112, 18.03.2008 0:00:00
144, Microsoft, 556, 18.03.2008 0:00:00
145, Amazon, 9331, 18.03.2008 0:00:00
146, Juniper, 7696, 18.03.2008 0:00:00
147, Juniper, 7723, 18.03.2008 0:00:00
148, Juniper, 6195, 18.03.2008 0:00:00
149, Microsoft, 586, 18.03.2008 0:00:00
150, Juniper, 7490, 18.03.2008 0:00:00
151, Cisco, 3321, 18.03.2008 0:00:00
152, Intel, 4148, 18.03.2008 0:00:00
153, Intel, 5487, 18.03.2008 0:00:00
154, Intel, 4317, 18.03.2008 0:00:00
155, Amazon, 8132, 18.03.2008 0:00:00
156, Microsoft, 1869, 18.03.2008 0:00:00
157, Cisco, 3568, 18.03.2008 0:00:00
158, Juniper, 6746, 18.03.2008 0:00:00
159, Juniper, 7423, 18.03.2008 0:00:00
160, Cisco, 2678, 18.03.2008 0:00:00
161, Juniper, 6725, 18.03.2008 0:00:00
162, Microsoft, 549, 18.03.2008 0:00:00
163, Amazon, 8672, 18.03.2008 0:00:00
164, Juniper, 6081, 18.03.2008 0:00:00
165, Amazon, 8848, 18.03.2008 0:00:00
166, Amazon, 9651, 18.03.2008 0:00:00
167, Microsoft, 515, 18.03.2008 0:00:00
168, Microsoft, 1964, 18.03.2008 0:00:00
169, Intel, 5796, 18.03.2008 0:00:00
170, Amazon, 8169, 18.03.2008 0:00:00
171, Juniper, 6298, 18.03.2008 0:00:00
172, Microsoft, 326, 18.03.2008 0:00:00
173, Microsoft, 602, 18.03.2008 0:00:00
174, Amazon, 8223, 18.03.2008 0:00:00
175, Cisco, 2910, 18.03.2008 0:00:00
176, Microsoft, 1701, 18.03.2008 0:00:00
177, Amazon, 8169, 18.03.2008 0:00:00
178, Microsoft, 67, 18.03.2008 0:00:00
179, Intel, 5706, 18.03.2008 0:00:00
180, Microsoft, 1924, 18.03.2008 0:00:00
181, Microsoft, 210, 18.03.2008 0:00:00
182, Intel, 5999, 18.03.2008 0:00:00
183, Amazon, 8827, 18.03.2008 0:00:00
184, Intel, 5540, 18.03.2008 0:00:00
185, Intel, 4049, 18.03.2008 0:00:00
186, Cisco, 2743, 18.03.2008 0:00:00
187, Juniper, 6598, 18.03.2008 0:00:00
188, Juniper, 6206, 18.03.2008 0:00:00
189, Cisco, 2580, 18.03.2008 0:00:00
190, Juniper, 7530, 18.03.2008 0:00:00
191, Juniper, 6590, 18.03.2008 0:00:00
192, Intel, 5381, 18.03.2008 0:00:00
193, Cisco, 3309, 18.03.2008 0:00:00
194, Microsoft, 1410, 18.03.2008 0:00:00
195, Intel, 4202, 18.03.2008 0:00:00
196, Cisco, 2339, 18.03.2008 0:00:00
197, Intel, 4155, 18.03.2008 0:00:00
198, Cisco, 3087, 18.03.2008 0:00:00
199, Microsoft, 1707, 18.03.2008 0:00:00
200, Amazon, 9679, 18.03.2008 0:00:00
201, Juniper, 7237, 18.03.2008 0:00:00
202, Intel, 5814, 18.03.2008 0:00:00
203, Microsoft, 455, 18.03.2008 0:00:00
204, Cisco, 2416, 18.03.2008 0:00:00
205, Microsoft, 1247, 18.03.2008 0:00:00
206, Cisco, 3050, 18.03.2008 0:00:00
207, Cisco, 3601, 18.03.2008 0:00:00
208, Juniper, 7263, 18.03.2008 0:00:00
209, Microsoft, 1462, 18.03.2008 0:00:00
210, Juniper, 6487, 18.03.2008 0:00:00
211, Cisco, 3700, 18.03.2008 0:00:00
212, Cisco, 3556, 18.03.2008 0:00:00
213, Microsoft, 1095, 18.03.2008 0:00:00
214, Intel, 5554, 18.03.2008 0:00:00
215, Cisco, 2524, 18.03.2008 0:00:00
216, Microsoft, 781, 18.03.2008 0:00:00
217, Microsoft, 1722, 18.03.2008 0:00:00
218, Cisco, 3188, 18.03.2008 0:00:00
219, Cisco, 2088, 18.03.2008 0:00:00
220, Juniper, 6161, 18.03.2008 0:00:00
221, Cisco, 3109, 18.03.2008 0:00:00
222, Intel, 4308, 18.03.2008 0:00:00
223, Amazon, 9384, 18.03.2008 0:00:00
224, Amazon, 8266, 18.03.2008 0:00:00
225, Microsoft, 1635, 18.03.2008 0:00:00
226, Microsoft, 972, 18.03.2008 0:00:00
227, Juniper, 7016, 18.03.2008 0:00:00
228, Amazon, 9192, 18.03.2008 0:00:00
229, Intel, 4077, 18.03.2008 0:00:00
230, Microsoft, 626, 18.03.2008 0:00:00
231, Juniper, 7545, 18.03.2008 0:00:00
232, Intel, 5138, 18.03.2008 0:00:00
233, Amazon, 8360, 18.03.2008 0:00:00
234, Juniper, 6026, 18.03.2008 0:00:00
235, Intel, 4687, 18.03.2008 0:00:00
236, Intel, 4395, 18.03.2008 0:00:00
237, Intel, 5600, 18.03.2008 0:00:00
238, Juniper, 6467, 18.03.2008 0:00:00
239, Intel, 4348, 18.03.2008 0:00:00
240, Microsoft, 1055, 18.03.2008 0:00:00
241, Amazon, 9141, 18.03.2008 0:00:00
242, Amazon, 9334, 18.03.2008 0:00:00
243, Intel, 4799, 18.03.2008 0:00:00
244, Juniper, 6093, 18.03.2008 0:00:00
245, Cisco, 3885, 18.03.2008 0:00:00
246, Cisco, 3089, 18.03.2008 0:00:00
247, Intel, 4341, 18.03.2008 0:00:00
248, Juniper, 7755, 18.03.2008 0:00:00
249, Amazon, 8886, 18.03.2008 0:00:00
250, Cisco, 3477, 18.03.2008 0:00:00
251, Microsoft, 673, 18.03.2008 0:00:00
252, Microsoft, 1023, 18.03.2008 0:00:00
253, Microsoft, 1054, 18.03.2008 0:00:00
254, Intel, 5545, 18.03.2008 0:00:00
255, Juniper, 6626, 18.03.2008 0:00:00
256, Cisco, 2984, 18.03.2008 0:00:00
257, Juniper, 6430, 18.03.2008 0:00:00
258, Cisco, 2188, 18.03.2008 0:00:00
259, Microsoft, 836, 18.03.2008 0:00:00
260, Microsoft, 331, 18.03.2008 0:00:00
261, Juniper, 6033, 18.03.2008 0:00:00
262, Intel, 4409, 18.03.2008 0:00:00
263, Cisco, 3242, 18.03.2008 0:00:00
264, Microsoft, 892, 18.03.2008 0:00:00
265, Amazon, 8941, 18.03.2008 0:00:00
266, Amazon, 8562, 18.03.2008 0:00:00
267, Intel, 5196, 18.03.2008 0:00:00
268, Intel, 5069, 18.03.2008 0:00:00
269, Microsoft, 922, 18.03.2008 0:00:00
270, Amazon, 8128, 18.03.2008 0:00:00
271, Intel, 5181, 18.03.2008 0:00:00
272, Intel, 5255, 18.03.2008 0:00:00
273, Amazon, 8839, 18.03.2008 0:00:00
274, Microsoft, 1088, 18.03.2008 0:00:00
275, Juniper, 7019, 18.03.2008 0:00:00
276, Cisco, 3774, 18.03.2008 0:00:00
277, Amazon, 9509, 18.03.2008 0:00:00
278, Cisco, 3347, 18.03.2008 0:00:00
279, Intel, 4436, 18.03.2008 0:00:00
280, Amazon, 8546, 18.03.2008 0:00:00
281, Juniper, 6631, 18.03.2008 0:00:00
282, Amazon, 9260, 18.03.2008 0:00:00
283, Microsoft, 362, 18.03.2008 0:00:00
284, Microsoft, 655, 18.03.2008 0:00:00
285, Amazon, 9952, 18.03.2008 0:00:00
286, Juniper, 6577, 18.03.2008 0:00:00
287, Intel, 4139, 18.03.2008 0:00:00
288, Cisco, 2870, 18.03.2008 0:00:00
289, Amazon, 9399, 18.03.2008 0:00:00
290, Microsoft, 1759, 18.03.2008 0:00:00
291, Juniper, 7965, 18.03.2008 0:00:00
292, Cisco, 3467, 18.03.2008 0:00:00
293, Intel, 5686, 18.03.2008 0:00:00
294, Intel, 4073, 18.03.2008 0:00:00
295, Intel, 5021, 18.03.2008 0:00:00
296, Intel, 4788, 18.03.2008 0:00:00
297, Juniper, 6148, 18.03.2008 0:00:00
298, Cisco, 3962, 18.03.2008 0:00:00
299, Juniper, 7151, 18.03.2008 0:00:00
300, Intel, 5323, 18.03.2008 0:00:00
301, Juniper, 7892, 18.03.2008 0:00:00
302, Amazon, 9272, 18.03.2008 0:00:00
303, Juniper, 6889, 18.03.2008 0:00:00
304, Microsoft, 813, 18.03.2008 0:00:00
305, Amazon, 8296, 18.03.2008 0:00:00
306, Intel, 5418, 18.03.2008 0:00:00
307, Cisco, 2184, 18.03.2008 0:00:00
308, Amazon, 9966, 18.03.2008 0:00:00
309, Amazon, 8525, 18.03.2008 0:00:00
310, Cisco, 2907, 18.03.2008 0:00:00
311, Cisco, 3474, 18.03.2008 0:00:00
312, Cisco, 3139, 18.03.2008 0:00:00
313, Juniper, 7752, 18.03.2008 0:00:00
314, Cisco, 2290, 18.03.2008 0:00:00
315, Cisco, 3699, 18.03.2008 0:00:00
316, Juniper, 6772, 18.03.2008 0:00:00
317, Intel, 4102, 18.03.2008 0:00:00
318, Cisco, 2642, 18.03.2008 0:00:00
319, Microsoft, 939, 18.03.2008 0:00:00
320, Cisco, 2420, 18.03.2008 0:00:00
321, Intel, 4478, 18.03.2008 0:00:00
322, Cisco, 2382, 18.03.2008 0:00:00
323, Intel, 5669, 18.03.2008 0:00:00
324, Amazon, 9162, 18.03.2008 0:00:00
325, Microsoft, 218, 18.03.2008 0:00:00
326, Microsoft, 1769, 18.03.2008 0:00:00
327, Amazon, 9568, 18.03.2008 0:00:00
328, Intel, 4822, 18.03.2008 0:00:00
329, Juniper, 6067, 18.03.2008 0:00:00
330, Cisco, 2287, 18.03.2008 0:00:00
331, Juniper, 7626, 18.03.2008 0:00:00
332, Intel, 5602, 18.03.2008 0:00:00
333, Juniper, 6195, 18.03.2008 0:00:00
334, Amazon, 9113, 18.03.2008 0:00:00
335, Microsoft, 709, 18.03.2008 0:00:00
336, Juniper, 7358, 18.03.2008 0:00:00
337, Cisco, 2427, 18.03.2008 0:00:00
338, Amazon, 9548, 18.03.2008 0:00:00
339, Cisco, 2359, 18.03.2008 0:00:00
340, Intel, 4590, 18.03.2008 0:00:00
341, Intel, 4449, 18.03.2008 0:00:00
342, Intel, 4173, 18.03.2008 0:00:00
343, Intel, 4344, 18.03.2008 0:00:00
344, Juniper, 6547, 18.03.2008 0:00:00
345, Amazon, 8285, 18.03.2008 0:00:00
346, Intel, 4882, 18.03.2008 0:00:00
347, Intel, 5715, 18.03.2008 0:00:00
348, Cisco, 3452, 18.03.2008 0:00:00
349, Microsoft, 429, 18.03.2008 0:00:00
350, Amazon, 8248, 18.03.2008 0:00:00
351, Microsoft, 741, 18.03.2008 0:00:00
352, Cisco, 3561, 18.03.2008 0:00:00
353, Cisco, 3078, 18.03.2008 0:00:00
354, Intel, 4787, 18.03.2008 0:00:00
355, Microsoft, 900, 18.03.2008 0:00:00
356, Intel, 5566, 18.03.2008 0:00:00
357, Cisco, 3658, 18.03.2008 0:00:00
358, Juniper, 7726, 18.03.2008 0:00:00
359, Microsoft, 651, 18.03.2008 0:00:00
360, Juniper, 6583, 18.03.2008 0:00:00
361, Intel, 5850, 18.03.2008 0:00:00
362, Juniper, 7361, 18.03.2008 0:00:00
363, Cisco, 3954, 18.03.2008 0:00:00
364, Juniper, 6294, 18.03.2008 0:00:00
365, Intel, 5281, 18.03.2008 0:00:00
366, Juniper, 7871, 18.03.2008 0:00:00
367, Juniper, 6943, 18.03.2008 0:00:00
368, Amazon, 8638, 18.03.2008 0:00:00
369, Microsoft, 1637, 18.03.2008 0:00:00
370, Juniper, 6341, 18.03.2008 0:00:00
371, Intel, 4401, 18.03.2008 0:00:00
372, Intel, 4554, 18.03.2008 0:00:00
373, Microsoft, 338, 18.03.2008 0:00:00
374, Juniper, 6349, 18.03.2008 0:00:00
375, Juniper, 7970, 18.03.2008 0:00:00
376, Microsoft, 361, 18.03.2008 0:00:00
377, Amazon, 8037, 18.03.2008 0:00:00
378, Amazon, 9121, 18.03.2008 0:00:00
379, Microsoft, 933, 18.03.2008 0:00:00
380, Intel, 5336, 18.03.2008 0:00:00
381, Juniper, 6053, 18.03.2008 0:00:00
382, Juniper, 6171, 18.03.2008 0:00:00
383, Intel, 4449, 18.03.2008 0:00:00
384, Juniper, 7818, 18.03.2008 0:00:00
385, Microsoft, 1601, 18.03.2008 0:00:00
386, Intel, 4120, 18.03.2008 0:00:00
387, Cisco, 2579, 18.03.2008 0:00:00
388, Microsoft, 1464, 18.03.2008 0:00:00
389, Amazon, 8268, 18.03.2008 0:00:00
390, Intel, 5142, 18.03.2008 0:00:00
391, Cisco, 3756, 18.03.2008 0:00:00
392, Intel, 4701, 18.03.2008 0:00:00
393, Amazon, 8953, 18.03.2008 0:00:00
394, Intel, 5776, 18.03.2008 0:00:00
395, Amazon, 8740, 18.03.2008 0:00:00
396, Juniper, 7087, 18.03.2008 0:00:00
397, Microsoft, 274, 18.03.2008 0:00:00
398, Amazon, 8050, 18.03.2008 0:00:00
399, Microsoft, 1322, 18.03.2008 0:00:00
400, Microsoft, 469, 18.03.2008 0:00:00
401, Juniper, 7938, 18.03.2008 0:00:00
402, Juniper, 7077, 18.03.2008 0:00:00
403, Microsoft, 1871, 18.03.2008 0:00:00
404, Intel, 4088, 18.03.2008 0:00:00
405, Cisco, 3903, 18.03.2008 0:00:00
406, Juniper, 6187, 18.03.2008 0:00:00
407, Cisco, 3278, 18.03.2008 0:00:00
408, Juniper, 6729, 18.03.2008 0:00:00
409, Juniper, 6816, 18.03.2008 0:00:00
410, Microsoft, 594, 18.03.2008 0:00:00
411, Juniper, 7529, 18.03.2008 0:00:00
412, Intel, 4536, 18.03.2008 0:00:00
413, Juniper, 6848, 18.03.2008 0:00:00
414, Intel, 5315, 18.03.2008 0:00:00
415, Microsoft, 586, 18.03.2008 0:00:00
416, Amazon, 9678, 18.03.2008 0:00:00
417, Cisco, 2968, 18.03.2008 0:00:00
418, Juniper, 6135, 18.03.2008 0:00:00
419, Intel, 4748, 18.03.2008 0:00:00
420, Microsoft, 1216, 18.03.2008 0:00:00
421, Intel, 5347, 18.03.2008 0:00:00
422, Intel, 5535, 18.03.2008 0:00:00
423, Microsoft, 426, 18.03.2008 0:00:00
424, Juniper, 6494, 18.03.2008 0:00:00
425, Cisco, 2640, 18.03.2008 0:00:00
426, Amazon, 9700, 18.03.2008 0:00:00
427, Intel, 5601, 18.03.2008 0:00:00
428, Intel, 4562, 18.03.2008 0:00:00
429, Juniper, 7609, 18.03.2008 0:00:00
430, Microsoft, 939, 18.03.2008 0:00:00
431, Microsoft, 143, 18.03.2008 0:00:00
432, Amazon, 9986, 18.03.2008 0:00:00
433, Juniper, 7855, 18.03.2008 0:00:00
434, Microsoft, 520, 18.03.2008 0:00:00
435, Juniper, 7397, 18.03.2008 0:00:00
436, Amazon, 8975, 18.03.2008 0:00:00
437, Intel, 4356, 18.03.2008 0:00:00
438, Microsoft, 417, 18.03.2008 0:00:00
439, Cisco, 3971, 18.03.2008 0:00:00
440, Intel, 5414, 18.03.2008 0:00:00
441, Microsoft, 897, 18.03.2008 0:00:00
442, Intel, 5850, 18.03.2008 0:00:00
443, Intel, 4647, 18.03.2008 0:00:00
444, Juniper, 7729, 18.03.2008 0:00:00
445, Juniper, 7613, 18.03.2008 0:00:00
446, Amazon, 9219, 18.03.2008 0:00:00
447, Juniper, 7852, 18.03.2008 0:00:00
448, Cisco, 3694, 18.03.2008 0:00:00
449, Intel, 5246, 18.03.2008 0:00:00
450, Amazon, 9062, 18.03.2008 0:00:00
451, Intel, 4174, 18.03.2008 0:00:00
452, Intel, 4138, 18.03.2008 0:00:00
453, Cisco, 3357, 18.03.2008 0:00:00
454, Microsoft, 161, 18.03.2008 0:00:00
455, Intel, 5121, 18.03.2008 0:00:00
456, Cisco, 2459, 18.03.2008 0:00:00
457, Juniper, 6707, 18.03.2008 0:00:00
458, Intel, 5377, 18.03.2008 0:00:00
459, Microsoft, 1503, 18.03.2008 0:00:00
460, Intel, 4203, 18.03.2008 0:00:00
461, Microsoft, 642, 18.03.2008 0:00:00
462, Amazon, 8716, 18.03.2008 0:00:00
463, Amazon, 9119, 18.03.2008 0:00:00
464, Intel, 5932, 18.03.2008 0:00:00
465, Microsoft, 507, 18.03.2008 0:00:00
466, Juniper, 7542, 18.03.2008 0:00:00
467, Juniper, 6681, 18.03.2008 0:00:00
468, Juniper, 6384, 18.03.2008 0:00:00
469, Juniper, 7918, 18.03.2008 0:00:00
470, Microsoft, 1610, 18.03.2008 0:00:00
471, Intel, 5377, 18.03.2008 0:00:00
472, Cisco, 2607, 18.03.2008 0:00:00
473, Cisco, 2220, 18.03.2008 0:00:00
474, Amazon, 9334, 18.03.2008 0:00:00
475, Microsoft, 374, 18.03.2008 0:00:00
476, Amazon, 9497, 18.03.2008 0:00:00
477, Microsoft, 944, 18.03.2008 0:00:00
478, Cisco, 2696, 18.03.2008 0:00:00
479, Amazon, 8880, 18.03.2008 0:00:00
480, Cisco, 3421, 18.03.2008 0:00:00
481, Microsoft, 1903, 18.03.2008 0:00:00
482, Microsoft, 1963, 18.03.2008 0:00:00
483, Amazon, 9315, 18.03.2008 0:00:00
484, Amazon, 8547, 18.03.2008 0:00:00
485, Juniper, 6764, 18.03.2008 0:00:00
486, Intel, 6005, 18.03.2008 0:00:00
487, Juniper, 6685, 18.03.2008 0:00:00
488, Juniper, 7749, 18.03.2008 0:00:00
489, Intel, 5399, 18.03.2008 0:00:00
490, Intel, 4993, 18.03.2008 0:00:00
491, Cisco, 2324, 18.03.2008 0:00:00
492, Amazon, 8979, 18.03.2008 0:00:00
493, Amazon, 8913, 18.03.2008 0:00:00
494, Amazon, 9768, 18.03.2008 0:00:00
495, Intel, 4827, 18.03.2008 0:00:00
496, Cisco, 2181, 18.03.2008 0:00:00
497, Juniper, 6731, 18.03.2008 0:00:00
498, Amazon, 8714, 18.03.2008 0:00:00
499, Juniper, 7278, 18.03.2008 0:00:00
500, Microsoft, 127, 18.03.2008 0:00:00
501, Cisco, 2594, 18.03.2008 0:00:00
502, Microsoft, 1524, 18.03.2008 0:00:00
503, Intel, 5775, 18.03.2008 0:00:00
504, Cisco, 3692, 18.03.2008 0:00:00
505, Cisco, 3740, 18.03.2008 0:00:00
506, Microsoft, 1623, 18.03.2008 0:00:00
507, Microsoft, 1973, 18.03.2008 0:00:00
508, Cisco, 4023, 18.03.2008 0:00:00
509, Amazon, 9786, 18.03.2008 0:00:00
510, Intel, 5624, 18.03.2008 0:00:00
511, Microsoft, 1571, 18.03.2008 0:00:00
512, Intel, 4066, 18.03.2008 0:00:00
513, Juniper, 6496, 18.03.2008 0:00:00
514, Amazon, 8081, 18.03.2008 0:00:00
515, Cisco, 2355, 18.03.2008 0:00:00
516, Amazon, 8679, 18.03.2008 0:00:00
517, Amazon, 9400, 18.03.2008 0:00:00
518, Microsoft, 628, 18.03.2008 0:00:00
519, Amazon, 9168, 18.03.2008 0:00:00
520, Intel, 4502, 18.03.2008 0:00:00
521, Microsoft, 913, 18.03.2008 0:00:00
522, Amazon, 8931, 18.03.2008 0:00:00
523, Microsoft, 1040, 18.03.2008 0:00:00
524, Cisco, 2980, 18.03.2008 0:00:00
525, Amazon, 9285, 18.03.2008 0:00:00
526, Juniper, 6398, 18.03.2008 0:00:00
527, Cisco, 3693, 18.03.2008 0:00:00
528, Cisco, 2451, 18.03.2008 0:00:00
529, Intel, 4563, 18.03.2008 0:00:00
530, Amazon, 8193, 18.03.2008 0:00:00
531, Cisco, 2821, 18.03.2008 0:00:00
532, Cisco, 2229, 18.03.2008 0:00:00
533, Intel, 5418, 18.03.2008 0:00:00
534, Amazon, 8809, 18.03.2008 0:00:00
535, Microsoft, 883, 18.03.2008 0:00:00
536, Microsoft, 435, 18.03.2008 0:00:00
537, Juniper, 6187, 18.03.2008 0:00:00
538, Intel, 5679, 18.03.2008 0:00:00
539, Intel, 4862, 18.03.2008 0:00:00
540, Intel, 5197, 18.03.2008 0:00:00
541, Intel, 4087, 18.03.2008 0:00:00
542, Cisco, 2717, 18.03.2008 0:00:00
543, Juniper, 7962, 18.03.2008 0:00:00
544, Amazon, 9775, 18.03.2008 0:00:00
545, Cisco, 3478, 18.03.2008 0:00:00
546, Amazon, 8257, 18.03.2008 0:00:00
547, Cisco, 2538, 18.03.2008 0:00:00
548, Microsoft, 887, 18.03.2008 0:00:00
549, Juniper, 7469, 18.03.2008 0:00:00
550, Juniper, 6148, 18.03.2008 0:00:00
551, Cisco, 2780, 18.03.2008 0:00:00
552, Juniper, 6158, 18.03.2008 0:00:00
553, Amazon, 9546, 18.03.2008 0:00:00
554, Cisco, 2831, 18.03.2008 0:00:00
555, Amazon, 9214, 18.03.2008 0:00:00
556, Cisco, 3662, 18.03.2008 0:00:00
557, Microsoft, 539, 18.03.2008 0:00:00
558, Cisco, 2851, 18.03.2008 0:00:00
559, Intel, 4406, 18.03.2008 0:00:00
560, Juniper, 7342, 18.03.2008 0:00:00
561, Juniper, 7929, 18.03.2008 0:00:00
